Price,Close,High,Low,Open,Volume
2024-10-28,147.38511657714844,147.54176703180826,145.05500455487422,145.14311483349178,8892000
2024-10-29,145.407470703125,147.2676464295702,144.7710837890175,146.89560530867692,6014700
2024-10-30,144.94729614257812,146.5137557306601,144.5654700307135,145.95570907747717,5784000
2024-10-31,145.701171875,146.4354540516443,144.7906542076763,145.6424167521008,8400900
2024-11-01,149.8621063232422,152.66215472156065,148.52080736979227,149.28445964915355,11728000
2024-11-04,150.7432403564453,151.18380668489073,149.42152643209965,151.18380668489073,6130000
2024-11-05,150.19497680664062,151.42856549846763,149.3529993042481,151.29150008826463,5978900
2024-11-06,154.41464233398438,155.2859898889322,152.84816776960218,153.80764053631538,12118900
2024-11-07,153.48455810546875,154.69856172855583,153.12230207750756,154.6300364945149,8143200
2024-11-08,153.6411895751953,154.277576400608,152.40760094380835,153.31811857619593,6041500
2024-11-11,153.22023010253906,154.6300544183249,152.63279832462476,153.8468170274427,7771700
2024-11-12,152.0355682373047,154.1698895678719,151.86913273384454,154.00345406441173,5681900
2024-11-13,155.39369201660156,155.6874078776799,151.29149982959848,152.79923427826296,8824000
2024-11-14,158.40914916992188,158.43851926272114,156.33356799837873,156.49021845264792,10111200
2024-11-15,158.03709411621094,158.97698181979544,157.3909222536846,158.13500437623307,9022800
2024-11-18,158.9964599609375,159.74813243169626,157.3250119104459,158.7986569759906,6092100
2024-11-19,157.8491973876953,158.6700790246905,157.0085158332876,158.22501853352188,4657400
2024-11-20,159.56021118164062,159.66900508493572,158.02721166844617,158.15579039726768,6391300
2024-11-21,159.85691833496094,160.86571803511143,159.52063667684448,160.24263941828897,7945200
2024-11-22,160.57891845703125,160.82617596789197,159.3821854642491,159.73823688354454,7005900
2024-11-25,158.60084533691406,161.38001711598216,158.076660664277,160.37120232897894,10702400
2024-11-26,160.74703979492188,161.15254570450264,159.629431099726,160.52945199423948,7369500
2024-11-27,160.33164978027344,162.8734489673758,159.8371347929913,160.97451322718032,7674500
2024-11-29,160.15362548828125,160.96463735662317,158.89756821619162,160.47012234170265,5077000
2024-12-02,160.43055725097656,161.16242976652657,158.35358828807063,160.50966636773904,6229600
2024-12-03,160.14373779296875,161.4096950014981,159.61955309372144,161.19210719146335,5900100
2024-12-04,156.58323669433594,160.06461142520314,156.12827625455435,160.0547265581166,7862700
2024-12-05,157.5821533203125,158.90744991191136,156.94917471750406,157.5425836687243,6358400
2024-12-06,153.53701782226562,157.08763178908137,153.46777848056297,157.0085075805925,9701700
2024-12-09,155.35684204101562,158.32393219055817,155.0996996609596,155.2777178260597,9404500
2024-12-10,155.2777099609375,157.77006978590256,154.98099794273213,157.31510934580095,9126200
2024-12-11,154.4963836669922,155.44584402027454,154.09087774314858,155.13924713345628,13764700
2024-12-12,153.01283264160156,154.81285933174115,152.57765704204704,154.16009593240938,7621500
2024-12-13,152.18203735351562,153.26009149523014,151.3908254470019,153.17106732805755,5816200
2024-12-16,147.72152709960938,152.20183196505218,147.61273319175842,152.20183196505218,11961200
2024-12-17,146.4852294921875,147.01929903588768,145.29839654620952,146.37643559180788,11909300
2024-12-18,142.49945068359375,147.03909496785792,142.40054164254101,146.13907400504104,10174500
2024-12-19,139.60157775878906,143.17197664442318,139.40377477806751,142.98407362214775,16544300
2024-12-20,141.28294372558594,141.28294372558594,139.0081716720608,139.27521400179037,32209200
2024-12-23,141.40162658691406,141.77746283285288,139.98730577657642,140.91699643248774,8156500
2024-12-24,142.26206970214844,142.45987268126012,140.6994005117863,141.53019717029525,3556100
2024-12-26,142.40054321289062,142.7269249422828,141.3323889416255,142.09394631020731,4492600
2024-12-27,142.42031860351562,144.11156652714837,141.8170097057753,142.70713066048725,5296500
2024-12-30,141.5005340576172,142.40053991813457,140.7884312265832,142.2126217972505,6194800
2024-12-31,143.2510986328125,143.74561362264524,141.74778392952885,141.945586907182,6137800
2025-01-02,145.10060119628906,146.44568263012886,143.88408340318216,143.88408340318216,7170300
2025-01-03,146.22808837890625,146.87095182846417,145.68411887237272,145.92147640875112,5809000
2025-01-06,145.64454650878906,148.6808757305299,145.25882542796003,146.77204005978152,5888700
2025-01-07,147.94898986816406,148.84901076448995,146.01049957450803,146.88083568759046,7736000
2025-01-08,148.65121459960938,149.52155075257068,146.40611223503112,146.41599710229872,7640900
2025-01-10,151.46005249023438,152.64688546328694,149.2149501810383,151.72709481387622,11074700
2025-01-13,153.64581298828125,155.62387294260014,152.31061648255607,152.40952551683193,11774100
2025-01-14,155.17880249023438,155.18870244882788,152.76558194326697,153.50735445056523,6830200
2025-01-15,156.59312438964844,156.94917579939505,154.66451887493776,155.15903388339692,7900000
2025-01-16,157.63160705566406,158.1458917925522,156.29641051210396,156.29641051210396,5578900
2025-01-17,159.69866943359375,159.9953814409607,157.05796124168702,157.38434294065073,9260400
2025-01-21,156.50411987304688,159.62944334816547,155.76234733873125,159.38218583672693,10131400
2025-01-22,154.69418334960938,156.7019130089119,154.55571975556782,155.95024056291498,7232200
2025-01-23,154.29856872558594,156.2074045208476,153.91284761959636,155.90080762780468,5979800
2025-01-24,153.94252014160156,155.74256206356102,153.5666989874502,154.74364715313126,8003800
2025-01-27,155.50518798828125,156.1579514325233,153.81395508167307,154.61506699442438,7141000
2025-01-28,154.4963836669922,157.1766465284165,153.47766887811187,155.97992867397102,6425400
2025-01-29,153.98208618164062,154.86232229551717,153.11173493505692,154.01175587491957,5630600
2025-01-30,154.6051788330078,155.72277248523457,153.8139518045479,154.84253637756552,6931900
2025-01-31,147.5533905029297,152.67655874198144,147.01930584310088,152.07324982856025,16731600
2025-02-03,147.7017364501953,149.2050662744859,146.17863689172995,147.36546987242247,7605000
2025-02-04,151.5391845703125,151.70731786684806,147.08854937168633,147.08854937168633,8458100
2025-02-05,151.31170654296875,152.11281843581025,150.61937346339684,151.31170654296875,6533700
2025-02-06,150.23365783691406,153.5567993926101,149.40287622084026,152.52821478576647,6420500
2025-02-07,150.9457550048828,152.12270312912955,150.25343701750245,150.80729140740672,4724900
2025-02-10,154.0612030029297,154.0908726947852,152.36995511016679,152.5974277781923,5653800
2025-02-11,155.712890625,156.9689629910087,154.40736373911997,154.63485151224796,6011800
2025-02-12,153.20074462890625,155.74255903359352,152.87437800152975,155.03045620924382,6693500
2025-02-13,154.1699981689453,154.70406771812787,151.6380838338283,153.08205915398105,7836400
2025-02-14,155.33999633789062,157.4499969482422,154.8800048828125,155.0800018310547,5828800
2025-02-18,156.16000366210938,157.30999755859375,154.77999877929688,155.33999633789062,5981500
2025-02-19,157.22999572753906,158.36000061035156,156.0,156.52000427246094,4945800
2025-02-20,158.7899932861328,158.9499969482422,157.07000732421875,157.5,6256200
2025-02-21,156.9199981689453,158.9499969482422,156.82000732421875,158.1300048828125,6689800
2025-02-24,157.88999938964844,158.3300018310547,156.75,157.08999633789062,5925000
2025-02-25,156.4199981689453,158.99000549316406,155.4600067138672,157.99000549316406,6810900
2025-02-26,155.13999938964844,156.69000244140625,154.39999389648438,156.6199951171875,6005200
2025-02-27,156.6699981689453,158.2899932861328,154.80999755859375,155.69000244140625,7517200
2025-02-28,158.6199951171875,158.6699981689453,154.9199981689453,156.6999969482422,8828500
2025-03-03,153.08999633789062,160.08999633789062,151.75999450683594,159.4600067138672,9059800
2025-03-04,152.0,154.14999389648438,150.0500030517578,151.2100067138672,8826300
2025-03-05,150.80999755859375,151.3699951171875,147.74000549316406,150.14999389648438,9288300
2025-03-06,152.9499969482422,153.3300018310547,149.47000122070312,150.50999450683594,7314700
2025-03-07,156.33999633789062,157.4499969482422,153.7100067138672,153.9499969482422,8562600
2025-03-10,157.57000732421875,160.3699951171875,156.1699981689453,157.19000244140625,11750300
2025-03-11,154.0800018310547,158.83999633789062,153.7899932861328,158.42999267578125,10466300
2025-03-12,152.6699981689453,154.7899932861328,152.22000122070312,153.63999938964844,9710200
2025-03-13,153.61000061035156,154.42999267578125,151.9199981689453,152.25999450683594,9022800
2025-03-14,157.02000427246094,157.24000549316406,153.00999450683594,153.99000549316406,6671500
2025-03-17,158.72000122070312,159.4499969482422,156.75999450683594,157.22000122070312,7615200
2025-03-18,160.80999755859375,161.08999633789062,158.82000732421875,159.74000549316406,9289500
2025-03-19,164.0500030517578,164.5399932861328,160.89999389648438,160.97000122070312,11503900
2025-03-20,164.77000427246094,165.30999755859375,162.41000366210938,163.1300048828125,9545900
2025-03-21,164.75,164.88999938964844,163.11000061035156,164.49000549316406,21589300
