Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2024-10-24,117.5637435913086,118.39934776109563,117.11153842302357,117.96680042615901,9905600
2024-10-25,117.46544647216797,118.38952219765757,117.29832862823447,118.16341584988523,10714600
2024-10-28,116.88543701171875,116.99357384306857,114.79152155024211,114.8111868832841,11844500
2024-10-29,115.29288482666016,117.15086132922865,115.08644382638889,116.57086149515138,14731000
2024-10-30,114.71288299560547,116.26610680395859,114.50644199892804,115.66644914701578,12303700
2024-10-31,114.80136108398438,116.65933766086036,114.70305691327515,115.16509476574872,20512000
2024-11-01,113.00235748291016,117.91764067051176,112.89422065277276,117.89798283781721,20939300
2024-11-04,116.60034942626953,116.68882092438211,113.96575731398576,114.10338464446778,14965400
2024-11-05,116.94442749023438,117.19019167229189,116.01052659846685,117.06239699766793,10436700
2024-11-06,118.94985961914062,119.84444480807298,117.27866624437719,119.09731962282619,20807700
2024-11-07,119.09732055664062,119.44138890118646,117.58341234051153,119.24478056148239,12184400
2024-11-08,119.05799102783203,119.36273618813013,117.63256189081454,118.93019636386474,12836000
2024-11-11,118.42884063720703,119.5593573306646,118.03561646120518,118.94985948285536,11969700
2024-11-12,118.31086730957031,119.25460080138899,117.80950631387296,119.07765030291505,11972800
2024-11-13,119.41189575195312,119.9820704246281,116.78713622446526,118.52714324265182,15127900
2024-11-14,119.49118041992188,120.79947773978392,119.2632237051598,120.58143448793743,13041800
2024-11-15,118.25226593017578,120.16515599809222,118.07386140087634,119.33260656919934,19051700
2024-11-18,119.24340057373047,119.55065743983769,118.21261968865169,118.7280139120695,14243700
2024-11-19,117.57829284667969,118.68836630175527,117.15210467356428,118.68836630175527,11584400
2024-11-20,119.25331115722656,119.40198285507452,117.58820477719404,118.11350488940106,11360900
2024-11-21,120.84903717041016,121.46354331967544,119.20375017161436,120.00657430699054,14675400
2024-11-22,120.71028137207031,122.11769066045763,120.56160967276027,120.74001419958097,13323400
2024-11-25,118.90641784667969,120.79948097946809,118.54960878971575,120.35347343914157,26580300
2024-11-26,116.92414855957031,118.61898779768775,116.80520968677448,118.47031609713217,14827300
2024-11-27,116.61689758300781,117.67741127450405,116.38893330386075,117.04307819045559,11079100
2024-11-29,116.91423797607422,117.44945157420294,115.91318990021732,116.39885130477822,9426500
2024-12-02,116.80520629882812,117.15210188222491,115.78433891265051,117.00343774773813,12687300
2024-12-03,116.6268081665039,117.66750253547791,116.22044690704499,117.66750253547791,11756600
2024-12-04,113.26686096191406,116.50787534089564,112.85058624442775,116.4583155861562,19520600
2024-12-05,113.7624282836914,114.59498528057762,113.04881016114807,113.6930491640973,15751200
2024-12-06,112.56315612792969,113.75251462225906,112.49377700845642,113.52455789902842,16171100
2024-12-09,111.89909362792969,113.92100904300904,111.75042193119097,113.6236656495316,17412600
2024-12-10,111.67113494873047,112.87040692215656,110.75929292027116,112.58297697718976,20990900
2024-12-11,110.92778015136719,111.39361461289327,110.1249635629752,111.00707273242625,32392200
2024-12-12,110.82866668701172,111.38369962330496,109.79788583264099,110.60070241003037,14543300
2024-12-13,109.85735321044922,110.90796100717583,109.27258743793028,110.90796100717583,13106100
2024-12-16,107.50836944580078,109.42125949377973,107.20112014478177,109.22302804009264,20256100
2024-12-17,107.05245208740234,107.21102969399082,105.84326664491743,106.28927419781438,17554000
2024-12-18,105.4765396118164,107.86517756619367,105.36751420367224,106.61634588493295,17114500
2024-12-19,104.57461547851562,106.71546231751601,104.27727206893586,106.43794583484532,20565600
2024-12-20,104.9314193725586,105.19902237858287,103.91054441626405,104.51513710731678,40141200
2024-12-23,105.35761260986328,105.65494845733916,103.98984200150039,104.37638389644894,12285100
2024-12-24,105.45671844482422,106.23971565276747,104.76291971742506,105.57564975221634,7807000
2024-12-26,105.5459213256836,106.08113491653143,105.00080183331114,105.57565415377121,9652400
2024-12-27,105.5360107421875,107.03261847575313,104.83229855380097,105.35760621981957,11943900
2024-12-30,104.82239532470703,105.6152984518543,104.57461167964412,105.35760890545373,11080800
2024-12-31,106.61634826660156,106.94342449834052,104.84221643106358,105.22875831884348,12387800
2025-01-02,106.35865020751953,108.0336700808285,105.93246203225333,107.3200519676612,12685400
2025-01-03,106.90377807617188,107.52819014910791,106.50732272561827,107.0425363146021,14237900
2025-01-06,106.78483581542969,108.80675123353987,106.5667850014536,107.28040309746385,15623700
2025-01-07,107.785888671875,109.08427258921766,107.32005419600969,107.97420666724786,12625900
2025-01-08,105.98202514648438,106.75510893967378,105.07018311153058,106.35865357959389,17858100
2025-01-10,105.5954818725586,109.1239186515567,104.8422174544077,107.73632869025462,19304500
2025-01-13,108.32109832763672,108.6580804526177,106.18024402155753,106.18024402155753,17073400
2025-01-14,108.7472915649414,108.78693785709707,106.8740477406889,107.82553606715389,11191200
2025-01-15,110.52142333984375,110.73947416562444,108.49950781227322,109.07436770537561,14521100
2025-01-16,110.33309936523438,110.69982187615747,109.56992907810498,110.204254594143,10366600
2025-01-17,111.32423400878906,111.86936104409706,109.83753216168357,110.04566951286755,19298500
2025-01-21,110.48177337646484,111.18547802425519,110.14478368552258,111.05663325046488,20416300
2025-01-22,108.55896759033203,110.5808830084014,108.43012281923814,110.21416049747114,15718000
2025-01-23,109.17347717285156,110.15469830480063,108.63826358403657,109.33205477596886,13726800
2025-01-24,107.69668579101562,109.72850711840866,107.44890214900988,109.2626726615568,14235900
2025-01-27,109.19329833984375,109.47081482119715,107.42907994116261,108.04358612255726,15926700
2025-01-28,107.08218383789062,109.88709659026559,106.8344001861633,109.43117557849814,15862000
2025-01-29,107.70659637451172,107.81562178667438,106.5172378658824,106.75510805525687,12345500
2025-01-30,108.59861755371094,108.87613403115056,107.7363277315891,108.27154132168987,14346300
2025-01-31,105.8829116821289,109.56993362313781,105.15938009320229,109.56993362313781,20381400
2025-02-03,106.1406021118164,106.34874703496176,104.3862971733962,105.69459456052091,14623200
2025-02-04,108.98516082763672,109.30232360042302,105.58556881225981,105.76397334456192,14835700
2025-02-05,108.90586853027344,109.0347208694596,108.13278474218446,108.7671102894245,13364400
2025-02-06,107.46871948242188,110.06549472380458,107.03261786097042,109.78797069812677,13411400
2025-02-07,107.92464447021484,108.75720145461169,107.35969805863571,107.81561906080863,10051600
2025-02-10,109.9862060546875,110.04567170999687,108.90586542544106,109.03471776095373,12142200
2025-02-11,110.68000030517578,111.51255731135406,109.83753739734273,110.61062118480734,12713100
2025-02-12,107.3499984741211,110.2300033569336,107.18000030517578,110.05000305175781,18244100
2025-02-13,108.12999725341797,108.41000366210938,106.5199966430664,107.1500015258789,15460000
2025-02-14,108.23999786376953,110.2300033569336,108.0999984741211,108.5199966430664,15733500
2025-02-18,110.13999938964844,110.98999786376953,108.31999969482422,108.62999725341797,20060300
2025-02-19,110.30000305175781,112.12999725341797,110.05999755859375,110.76000213623047,10964700
2025-02-20,112.0,112.41999816894531,109.94999694824219,110.56999969482422,16325800
2025-02-21,110.69000244140625,111.8499984741211,110.55999755859375,111.31999969482422,14710000
2025-02-24,111.2699966430664,111.86000061035156,110.31999969482422,110.93000030517578,13153500
2025-02-25,109.7300033569336,112.12999725341797,108.88999938964844,111.30000305175781,14497000
2025-02-26,109.45999908447266,109.87000274658203,108.5199966430664,109.73999786376953,10446400
2025-02-27,110.1500015258789,111.29000091552734,109.27999877929688,110.01000213623047,15293200
2025-02-28,111.33000183105469,111.58000183105469,109.33999633789062,110.11000061035156,18821700
2025-03-03,107.76000213623047,112.16000366210938,106.51000213623047,111.69999694824219,18706900
2025-03-04,107.54000091552734,108.95999908447266,105.94000244140625,106.36000061035156,19394900
2025-03-05,105.44000244140625,106.33000183105469,103.66999816894531,105.83999633789062,24822200
2025-03-06,107.62000274658203,108.11000061035156,104.36000061035156,105.43000030517578,17150200
2025-03-07,109.0199966430664,110.4000015258789,108.30000305175781,108.41000366210938,19625000
2025-03-10,111.80000305175781,112.56999969482422,109.08000183105469,109.27999877929688,22749100
2025-03-11,109.16000366210938,112.0999984741211,108.79000091552734,111.91999816894531,19904700
2025-03-12,109.12999725341797,110.12999725341797,108.41999816894531,109.05000305175781,14051500
2025-03-13,108.66999816894531,110.81999969482422,107.62999725341797,108.33000183105469,17767800
2025-03-14,111.9000015258789,112.18000030517578,108.30999755859375,108.94000244140625,15890100
2025-03-17,113.76000213623047,114.5,111.7300033569336,111.80000305175781,19908800
2025-03-18,113.63999938964844,114.54000091552734,112.56999969482422,114.08999633789062,15998700
2025-03-19,115.41000366210938,115.81999969482422,113.83000183105469,114.19999694824219,17315000
2025-03-20,115.9000015258789,116.47000122070312,114.20999908447266,114.72000122070312,16230800
2025-03-21,115.5,115.98999786376953,114.3499984741211,115.5,41069800
